"","age","animation_time_between_frames","appeared_in_n_back_task","condition","date","difficulty","difficulty_category","image_folder_path","image_name","n_back_block_total","n_back_blocks_reversed","n_back_display_time","n_back_focal_image_height","n_back_image_overlap","n_back_interstimulus_interval","n_back_max_difficulty","n_back_max_errors_to_raise_difficulty","n_back_min_errors_to_lower_difficulty","n_back_practice_max_difficulty","n_back_prime_image_height","n_back_prime_list_name","n_back_start_difficulty","n_back_task","n_back_task_critical_age","output_location","participant","participant_num","position","practice_run","prime_image_display_time","prime_task","reaction_time","response_time","set","user_response","younger_than_or_at_critical_age","response_correct"
"1181",19,1,1,2,"Mon Sep 30 10:11:44 2019",5,"old","images/prime/task/B/key","key",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2018,2018,30,1,1.5,1,0.747318029404,NA,"B","key",0,1
"1182",19,1,0,2,"Mon Sep 30 10:11:44 2019",5,"old","images/prime/task/A/kite","kite",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2018,2018,31,1,1.5,1,1.44708395004,NA,"A","kite",0,1
"1183",19,1,1,2,"Mon Sep 30 10:11:44 2019",5,"old","images/prime/task/B/pumpkin","pumpkin",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2018,2018,32,1,1.5,1,0.473901033401,NA,"B","pumpkin",0,1
"1184",19,1,1,2,"Mon Sep 30 10:11:44 2019",5,"old","images/prime/task/B/elephant","elephant",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2018,2018,33,1,1.5,1,0.658348083496,NA,"B","elaphant",0,1
"1185",19,1,0,2,"Mon Sep 30 10:11:44 2019",5,"old","images/prime/task/A/cat","cat",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2018,2018,34,1,1.5,1,1.46698379517,NA,"A","cat",0,1
"1186",19,1,0,2,"Mon Sep 30 10:11:44 2019",6,"old","images/prime/task/A/piano","piano",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2018,2018,35,1,1.5,1,0.795650005341,NA,"A","piano",0,1
"1187",19,1,0,2,"Mon Sep 30 10:11:44 2019",5,"old","images/prime/task/A/truck","truck",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2018,2018,36,1,1.5,1,0.120692968369,NA,"A","truck",0,1
"1188",19,1,1,2,"Mon Sep 30 10:11:44 2019",4,"old","images/prime/task/B/carrot","carrot",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2018,2018,37,1,1.5,1,0.489369869232,NA,"B","carrot",0,1
"1189",19,1,1,2,"Mon Sep 30 10:11:44 2019",6,"old","images/prime/task/B/flower","flower",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2018,2018,38,1,1.5,1,1.22258710861,NA,"B","flower",0,1
"1190",19,1,1,2,"Mon Sep 30 10:11:44 2019",5,"old","images/prime/task/B/sandwich","sandwich",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2018,2018,39,1,1.5,1,1.10863304138,NA,"B","sandwich",0,1
"1191",19,1,1,2,"Mon Sep 30 10:11:44 2019",5,"old","images/prime/task/B/glasses","glasses",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2018,2018,40,1,1.5,1,0.974509000778,NA,"B","glasses",0,1
"1192",19,1,0,2,"Mon Sep 30 10:11:44 2019",7,"old","images/prime/task/A/watch","watch",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2018,2018,41,1,1.5,1,1.42909598351,NA,"A","watch",0,1
"1193",19,1,0,2,"Mon Sep 30 10:11:44 2019",4,"old","images/prime/task/A/ladder","ladder",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2018,2018,42,1,1.5,1,0.595744132996,NA,"A","ladder",0,1
"1194",19,1,0,2,"Mon Sep 30 10:11:44 2019",5,"old","images/prime/task/A/bed","bed",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2018,2018,43,1,1.5,1,0.495903015137,NA,"A","bed",0,1
"1195",19,1,0,2,"Mon Sep 30 10:11:44 2019",4,"old","images/prime/task/A/horse","horse",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2018,2018,44,1,1.5,1,0.743360996246,NA,"A","horse",0,1
"1196",19,1,0,2,"Mon Sep 30 10:11:44 2019",4,"old","images/prime/task/A/scissors","scissors",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2018,2018,45,1,1.5,1,1.07843708992,NA,"A","scissors",0,1
"1197",19,1,0,0,"Fri Oct 25 09:36:17 2019",5,"old","images/prime/task/B/bowl","bowl",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,0,1,1.5,1,0.368072986603,NA,"B","bowl",0,1
"1198",19,1,0,0,"Fri Oct 25 09:36:17 2019",6,"old","images/prime/task/B/mountain","mountain",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,1,1,1.5,1,1.03705000877,NA,"B","mountain",0,1
"1199",19,1,1,0,"Fri Oct 25 09:36:17 2019",6,"old","images/prime/task/A/scissors","scissors",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,2,1,1.5,1,0.191328048706,NA,"A","scissors",0,1
"1200",19,1,0,0,"Fri Oct 25 09:36:17 2019",6,"old","images/prime/task/B/flower","flower",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,3,1,1.5,1,1.1659219265,NA,"B","flower",0,1
"1201",19,1,0,0,"Fri Oct 25 09:36:17 2019",5,"old","images/prime/task/B/ear","ear",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,4,1,1.5,1,0.843209981918,NA,"B","ear",0,1
"1202",19,1,1,0,"Fri Oct 25 09:36:17 2019",6,"old","images/prime/task/A/pear","pear",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,5,1,1.5,1,0.602572202682,NA,"A","pear",0,1
"1203",19,1,1,0,"Fri Oct 25 09:36:17 2019",6,"old","images/prime/task/A/piano","piano",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,6,1,1.5,1,0.868720054626,NA,"A","piano",0,1
"1204",19,1,0,0,"Fri Oct 25 09:36:17 2019",6,"old","images/prime/task/B/candle","candle",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,7,1,1.5,1,0.101294994354,NA,"B","candle",0,1
"1205",19,1,1,0,"Fri Oct 25 09:36:17 2019",7,"old","images/prime/task/A/cat","cat",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,8,1,1.5,1,0.264631986618,NA,"A","cat",0,1
"1206",19,1,0,0,"Fri Oct 25 09:36:17 2019",5,"old","images/prime/task/B/camel","camel",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,9,1,1.5,1,1.01660895348,NA,"B","camel",0,1
"1207",19,1,0,0,"Fri Oct 25 09:36:17 2019",7,"old","images/prime/task/B/comb","comb",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,10,1,1.5,1,1.00879096985,NA,"B","comb",0,1
"1208",19,1,1,0,"Fri Oct 25 09:36:17 2019",4,"old","images/prime/task/A/hanger","hanger",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,11,1,1.5,1,0.333416223526,NA,"A","hanger",0,1
"1209",19,1,0,0,"Fri Oct 25 09:36:17 2019",5,"old","images/prime/task/B/guitar","guitar",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,12,1,1.5,1,0.458420991898,NA,"B","giraffe",0,0
"1210",19,1,1,0,"Fri Oct 25 09:36:17 2019",6,"old","images/prime/task/A/whistle","whistle",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,13,1,1.5,1,0.963109016418,NA,"A","whistle",0,1
"1211",19,1,1,0,"Fri Oct 25 09:36:17 2019",4,"old","images/prime/task/A/banana","banana",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,14,1,1.5,1,1.34027504921,NA,"A","banana",0,1
"1212",19,1,1,0,"Fri Oct 25 09:36:17 2019",5,"old","images/prime/task/A/clock","clock",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,15,1,1.5,1,0.283253908157,NA,"A","clock",0,1
"1213",19,1,0,0,"Fri Oct 25 09:36:17 2019",8,"old","images/prime/task/B/key","key",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,16,1,1.5,1,NA,NA,"B"," key",0,1
"1214",19,1,1,0,"Fri Oct 25 09:36:17 2019",5,"old","images/prime/task/A/truck","truck",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,17,1,1.5,1,1.24180293083,NA,"A","truck",0,1
"1215",19,1,0,0,"Fri Oct 25 09:36:17 2019",5,"old","images/prime/task/B/ball","ball",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,18,1,1.5,1,1.12876486778,NA,"B","ball",0,1
"1216",19,1,1,0,"Fri Oct 25 09:36:17 2019",5,"old","images/prime/task/A/foot","foot",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,19,1,1.5,1,0.85301399231,NA,"A","foot",0,1
"1217",19,1,0,0,"Fri Oct 25 09:36:17 2019",6,"old","images/prime/task/B/chair","chair",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,20,1,1.5,1,0.545331001282,NA,"B","chair",0,1
"1218",19,1,0,0,"Fri Oct 25 09:36:17 2019",5,"old","images/prime/task/B/apple","apple",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,21,1,1.5,1,0.956683158875,NA,"B","apple",0,1
"1219",19,1,1,0,"Fri Oct 25 09:36:17 2019",3,"old","images/prime/task/A/kite","kite",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,22,1,1.5,1,1.18481516838,NA,"A","kite",0,1
"1220",19,1,1,0,"Fri Oct 25 09:36:17 2019",5,"old","images/prime/task/A/snowman","snowman",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,23,1,1.5,1,0.719332933426,NA,"A","snowman",0,1
"1221",19,1,0,0,"Fri Oct 25 09:36:17 2019",6,"old","images/prime/task/B/sock","sock",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,24,1,1.5,1,0.818315029144,NA,"B","sock",0,1
"1222",19,1,1,0,"Fri Oct 25 09:36:17 2019",6,"old","images/prime/task/A/grapes","grapes",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,25,1,1.5,1,0.869486808777,NA,"A","grapes",0,1
"1223",19,1,0,0,"Fri Oct 25 09:36:17 2019",5,"old","images/prime/task/B/hand","hand",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,26,1,1.5,1,1.21337985992,NA,"B","hand",0,1
"1224",19,1,0,0,"Fri Oct 25 09:36:17 2019",7,"old","images/prime/task/B/sandwich","sandwich",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,27,1,1.5,1,0.657470941544,NA,"B","sandwich",0,1
"1225",19,1,1,0,"Fri Oct 25 09:36:17 2019",4,"old","images/prime/task/A/penguin","penguin",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,28,1,1.5,1,1.17019701004,NA,"A","penguin",0,1
"1226",19,1,0,0,"Fri Oct 25 09:36:17 2019",6,"old","images/prime/task/B/pumpkin","pumpkin",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,29,1,1.5,1,0.467082977295,NA,"B","pumpkin",0,1
"1227",19,1,1,0,"Fri Oct 25 09:36:17 2019",5,"old","images/prime/task/A/horse","horse",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,30,1,1.5,1,0.866203069687,NA,"A","horse",0,1
"1228",19,1,1,0,"Fri Oct 25 09:36:17 2019",4,"old","images/prime/task/A/ladder","ladder",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,31,1,1.5,1,0.508232116699,NA,"A","ladder",0,1
"1229",19,1,0,0,"Fri Oct 25 09:36:17 2019",7,"old","images/prime/task/B/carrot","carrot",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,32,1,1.5,1,0.143354177475,NA,"B","carrot",0,1
"1230",19,1,0,0,"Fri Oct 25 09:36:17 2019",7,"old","images/prime/task/B/bird","bird",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,33,1,1.5,1,0.393584012985,NA,"B","bird",0,1
"1231",19,1,1,0,"Fri Oct 25 09:36:17 2019",6,"old","images/prime/task/A/fish","fish",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,34,1,1.5,1,1.11520910263,NA,"A","fish",0,1
"1232",19,1,0,0,"Fri Oct 25 09:36:17 2019",7,"old","images/prime/task/B/glasses","glasses",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,35,1,1.5,1,0.759640932083,NA,"B","glasses",0,1
"1233",19,1,0,0,"Fri Oct 25 09:36:17 2019",6,"old","images/prime/task/B/umbrella","umbrella",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,36,1,1.5,1,0.231917858124,NA,"B","umbrella",0,1
"1234",19,1,1,0,"Fri Oct 25 09:36:17 2019",6,"old","images/prime/task/A/monkey","monkey",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,37,1,1.5,1,0.880775928497,NA,"A","monkey",0,1
"1235",19,1,0,0,"Fri Oct 25 09:36:17 2019",5,"old","images/prime/task/B/kangaroo","kangaroo",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,38,1,1.5,1,1.20526695251,NA,"B","kangaroo",0,1
"1236",19,1,0,0,"Fri Oct 25 09:36:17 2019",6,"old","images/prime/task/B/elephant","elephant",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,39,1,1.5,1,0.886940002441,NA,"B","elephant",0,1
"1237",19,1,1,0,"Fri Oct 25 09:36:17 2019",3,"old","images/prime/task/A/table","table",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,40,1,1.5,1,1.39148211479,NA,"A","table",0,1
"1238",19,1,1,0,"Fri Oct 25 09:36:17 2019",6,"old","images/prime/task/A/tree","tree",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,41,1,1.5,1,0.938423156738,NA,"A","tree",0,1
"1239",19,1,1,0,"Fri Oct 25 09:36:17 2019",5,"old","images/prime/task/A/shoe","shoe",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,42,1,1.5,1,1.05568885803,NA,"A","shoe",0,1
"1240",19,1,0,0,"Fri Oct 25 09:36:17 2019",6,"old","images/prime/task/B/car","car",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,43,1,1.5,1,0.15754699707,NA,"B","car",0,1
"1241",19,1,1,0,"Fri Oct 25 09:36:17 2019",7,"old","images/prime/task/A/watch","watch",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,44,1,1.5,1,1.07336997986,NA,"A","watch",0,1
"1242",19,1,1,0,"Fri Oct 25 09:36:17 2019",5,"old","images/prime/task/A/bed","bed",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2028,2028,45,1,1.5,1,0.946774959564,NA,"A","bed",0,1
"1243",19,1,0,1,"Mon Nov 18 10:15:28 2019",5,"old","images/prime/task/B/car","car",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,0,1,1.5,1,0.0993051528931,NA,"B","car",0,1
"1244",19,1,0,1,"Mon Nov 18 10:15:28 2019",6,"old","images/prime/task/B/umbrella","umbrella",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,1,1,1.5,1,0.654824018478,NA,"B","umbrella",0,1
"1245",19,1,1,1,"Mon Nov 18 10:15:28 2019",7,"old","images/prime/task/A/watch","watch",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,2,1,1.5,1,0.0168900489807,NA,"A","watch",0,1
"1246",19,1,0,1,"Mon Nov 18 10:15:28 2019",6,"old","images/prime/task/B/sock","sock",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,3,1,1.5,1,0.225564002991,NA,"B","",0,0
"1247",19,1,1,1,"Mon Nov 18 10:15:28 2019",4,"old","images/prime/task/A/snowman","snowman",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,4,1,1.5,1,0.788465023041,NA,"A","snowman",0,1
"1248",19,1,1,1,"Mon Nov 18 10:15:28 2019",2,"old","images/prime/task/A/ladder","ladder",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,5,1,1.5,1,1.35248494148,NA,"A","ladder",0,1
"1249",19,1,0,1,"Mon Nov 18 10:15:28 2019",5,"old","images/prime/task/B/glasses","glasses",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,6,1,1.5,1,0.867838144302,NA,"B","glasses",0,1
"1250",19,1,1,1,"Mon Nov 18 10:15:28 2019",3,"old","images/prime/task/A/hanger","hanger",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,7,1,1.5,1,0.220384836197,NA,"A","hanger",0,1
"1251",19,1,1,1,"Mon Nov 18 10:15:28 2019",5,"old","images/prime/task/A/bed","bed",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,8,1,1.5,1,0.590265035629,NA,"A","bed",0,1
"1252",19,1,1,1,"Mon Nov 18 10:15:28 2019",3,"old","images/prime/task/A/horse","horse",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,9,1,1.5,1,1.01220417023,NA,"A","horse ",0,1
"1253",19,1,1,1,"Mon Nov 18 10:15:28 2019",4,"old","images/prime/task/A/clock","clock",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,10,1,1.5,1,1.39087891579,NA,"A","clock",0,1
"1254",19,1,0,1,"Mon Nov 18 10:15:28 2019",5,"old","images/prime/task/B/kangaroo","kangaroo",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,11,1,1.5,1,0.952909946442,NA,"B","kangaroo 
",0,1
"1255",19,1,0,1,"Mon Nov 18 10:15:28 2019",6,"old","images/prime/task/B/candle","candle",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,12,1,1.5,1,1.18482685089,NA,"B","candle",0,1
"1256",19,1,0,1,"Mon Nov 18 10:15:28 2019",5,"old","images/prime/task/B/chair","chair",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,13,1,1.5,1,0.0869390964508,NA,"B","chair",0,1
"1257",19,1,1,1,"Mon Nov 18 10:15:28 2019",4,"old","images/prime/task/A/scissors","scissors",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,14,1,1.5,1,0.971391201019,NA,"A","scissors",0,1
"1258",19,1,1,1,"Mon Nov 18 10:15:28 2019",6,"old","images/prime/task/A/fish","fish",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,15,1,1.5,1,0.921640872955,NA,"A","fish ",0,1
"1259",19,1,1,1,"Mon Nov 18 10:15:28 2019",4,"old","images/prime/task/A/pear","pear",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,16,1,1.5,1,1.13328886032,NA,"A","pear",0,1
"1260",19,1,0,1,"Mon Nov 18 10:15:28 2019",4,"old","images/prime/task/B/mountain","mountain",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,17,1,1.5,1,0.651002168655,NA,"B","mountain",0,1
"1261",19,1,1,1,"Mon Nov 18 10:15:28 2019",4,"old","images/prime/task/A/kite","kite",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,18,1,1.5,1,0.733950853348,NA,"A","kite",0,1
"1262",19,1,1,1,"Mon Nov 18 10:15:28 2019",4,"old","images/prime/task/A/banana","banana",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,19,1,1.5,1,0.566138982773,NA,"A","banana",0,1
"1263",19,1,0,1,"Mon Nov 18 10:15:28 2019",7,"old","images/prime/task/B/sandwich","sandwich",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,20,1,1.5,1,0.0272979736328,NA,"B","sandwich
",0,1
"1264",19,1,1,1,"Mon Nov 18 10:15:28 2019",7,"old","images/prime/task/A/whistle","whistle",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,21,1,1.5,1,0.440377950668,NA,"A","whistle",0,1
"1265",19,1,1,1,"Mon Nov 18 10:15:28 2019",5,"old","images/prime/task/A/tree","tree",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,22,1,1.5,1,1.24524879456,NA,"A","tree",0,1
"1266",19,1,0,1,"Mon Nov 18 10:15:28 2019",7,"old","images/prime/task/B/carrot","carrot",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,23,1,1.5,1,0.665415048599,NA,"B","carrot",0,1
"1267",19,1,1,1,"Mon Nov 18 10:15:28 2019",6,"old","images/prime/task/A/grapes","grapes",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,24,1,1.5,1,1.29378008842,NA,"A","grapes",0,1
"1268",19,1,1,1,"Mon Nov 18 10:15:28 2019",6,"old","images/prime/task/A/shoe","shoe",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,25,1,1.5,1,0.876541137695,NA,"A","shoe",0,1
"1269",19,1,0,1,"Mon Nov 18 10:15:28 2019",5,"old","images/prime/task/B/pumpkin","pumpkin",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,26,1,1.5,1,1.03850078583,NA,"B","pumpkin",0,1
"1270",19,1,1,1,"Mon Nov 18 10:15:28 2019",6,"old","images/prime/task/A/piano","piano",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,27,1,1.5,1,0.432075977325,NA,"A","piano",0,1
"1271",19,1,1,1,"Mon Nov 18 10:15:28 2019",5,"old","images/prime/task/A/cat","cat",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,28,1,1.5,1,1.01434898376,NA,"A","cat",0,1
"1272",19,1,0,1,"Mon Nov 18 10:15:28 2019",5,"old","images/prime/task/B/elephant","elephant",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,29,1,1.5,1,0.786592960358,NA,"B","elephant",0,1
"1273",19,1,1,1,"Mon Nov 18 10:15:28 2019",4,"old","images/prime/task/A/table","table",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,30,1,1.5,1,0.560247182846,NA,"A","table",0,1
"1274",19,1,0,1,"Mon Nov 18 10:15:28 2019",6,"old","images/prime/task/B/guitar","guitar",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,31,1,1.5,1,0.0025749206543,NA,"B","guitar",0,1
"1275",19,1,0,1,"Mon Nov 18 10:15:28 2019",5,"old","images/prime/task/B/hand","hand",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,32,1,1.5,1,1.03261995316,NA,"B","hand",0,1
"1276",19,1,1,1,"Mon Nov 18 10:15:28 2019",5,"old","images/prime/task/A/foot","foot",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,33,1,1.5,1,0.835872888565,NA,"A","foot",0,1
"1277",19,1,1,1,"Mon Nov 18 10:15:28 2019",4,"old","images/prime/task/A/truck","truck",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,34,1,1.5,1,1.19983291626,NA,"A","van",0,1
"1278",19,1,0,1,"Mon Nov 18 10:15:28 2019",4,"old","images/prime/task/B/camel","camel",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,35,1,1.5,1,0.446157932281,NA,"B","camel
",0,1
"1279",19,1,1,1,"Mon Nov 18 10:15:28 2019",6,"old","images/prime/task/A/monkey","monkey",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,36,1,1.5,1,0.841728925705,NA,"A","monkey",0,1
"1280",19,1,0,1,"Mon Nov 18 10:15:28 2019",5,"old","images/prime/task/B/bowl","bowl",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,37,1,1.5,1,0.510249853134,NA,"B","bowl",0,1
"1281",19,1,0,1,"Mon Nov 18 10:15:28 2019",7,"old","images/prime/task/B/apple","apple",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,38,1,1.5,1,0.885051965714,NA,"B","apple",0,1
"1282",19,1,0,1,"Mon Nov 18 10:15:28 2019",8,"old","images/prime/task/B/key","key",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,39,1,1.5,1,0.836477041245,NA,"B","key",0,1
"1283",19,1,0,1,"Mon Nov 18 10:15:28 2019",5,"old","images/prime/task/B/ear","ear",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,40,1,1.5,1,0.787576913834,NA,"B","ear",0,1
"1284",19,1,1,1,"Mon Nov 18 10:15:28 2019",6,"old","images/prime/task/A/penguin","penguin",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,41,1,1.5,1,1.0189011097,NA,"A","penguin",0,1
"1285",19,1,0,1,"Mon Nov 18 10:15:28 2019",6,"old","images/prime/task/B/comb","comb",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,42,1,1.5,1,0.906635046005,NA,"B","comb",0,1
"1286",19,1,0,1,"Mon Nov 18 10:15:28 2019",6,"old","images/prime/task/B/bird","bird",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,43,1,1.5,1,1.09960079193,NA,"B","bird",0,1
"1287",19,1,0,1,"Mon Nov 18 10:15:28 2019",6,"old","images/prime/task/B/flower","flower",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,44,1,1.5,1,0.923152923584,NA,"B","flower",0,1
"1288",19,1,0,1,"Mon Nov 18 10:15:28 2019",7,"old","images/prime/task/B/ball","ball",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2033,2033,45,1,1.5,1,0.320901870728,NA,"B","egg",0,1
"1289",19,1,1,2,"Mon Nov 18 14:14:17 2019",6,"old","images/prime/task/B/flower","flower",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2034,2034,0,1,1.5,1,0.151510953903,NA,"B","flower",0,1
"1290",19,1,0,2,"Mon Nov 18 14:14:17 2019",5,"old","images/prime/task/A/clock","clock",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2034,2034,1,1,1.5,1,1.39863801003,NA,"A","clock",0,1
